,1-2年以内其它应收款(元),1-2年以内应收帐款(元),1-2年以内预付货款(元),1年以内其它应收款(元),1年以内应收帐款(元),1年以内预付货款(元),2-3年以内其它应收款(元),2-3年以内应收帐款(元),2-3年以内预付货款(元),3年以内其它应收款(元),3年以内应收帐款(元),3年以内预付货款(元),date,id,name,三项费用比重,主营业务利润(元),主营业务利润率(%),主营业务成本率(%),主营业务收入增长率(%),主营利润比重,产权比率(%),净利润增长率(%),净资产增长率(%),净资产报酬率(%),净资产收益率(%),利息支付倍数,加权净资产收益率(%),加权每股收益(元),固定资产净值率(%),固定资产周转率(次),固定资产比重(%),存货周转天数(天),存货周转率(次),应收账款周转天数(天),应收账款周转率(次),总资产(元),总资产净利润率(%),总资产利润率(%),总资产周转天数(天),总资产周转率(次),总资产增长率(%),成本费用利润率(%),扣除非经常性损益后的净利润(元),扣除非经常性损益后的每股收益(元),投资收益率(%),摊薄每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股收益_调整后(元),每股未分配利润(元),每股经营性现金流(元),每股资本公积金(元),流动比率,流动资产周转天数(天),流动资产周转率(次),清算价值比率(%),现金比率(%),现金流量比率(%),短期债券投资(元),短期其它经营性投资(元),短期股票投资(元),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),经营现金净流量对销售收入比率(%),股东权益与固定资产比率(%),股东权益周转率(次),股东权益比率(%),股息发放率(%),股本报酬率(%),营业利润率(%),调整后的每股净资产(元),负债与所有者权益比率(%),资产报酬率(%),资产的经营现金流量回报率(%),资产负债率(%),资本化比率(%),资本固定化比率(%),速动比率,销售净利率(%),销售毛利率(%),长期债券投资(元),长期债务与营运资金比率(%),长期其它经营性投资(元),长期股票投资(元),长期负债比率(%),长期资产与长期资金比率(%),非主营比重
1657,--,--,--,--,--,--,--,--,--,--,--,--,2009-3-31,600518,康美药业,8.3844,165610460.8,27.9531,71.6975,80.1207,131.0241,28.1667,79.0578,27.4332,3.6055,3.61,863.6841,0,0.143,--,--,--,123.0012,0.7317,25.7629,3.4934,4526229458.72,2.4974,2.4098,663.2277,0.1357,32.6719,26.5249,0,0.143,--,0.1427,3.9576,3.958,0.143,0.8953,0.1401,1.9213,3.0432,370.3704,0.243,--,205.5539,12.5675,--,--,--,0.9818,0.0713,0.1807,--,0.1994,66.8368,--,14.2691,21.3343,--,49.6181,2.4098,0.0237,33.1632,--,63.9016,2.3444,18.4103,28.3025,--,--,--,142417054.7,--,--,8.6852
1658,602992,4135888.75,594167,--,--,--,2731605.7,6275252.86,27000000,--,--,--,2009-6-30,600518,康美药业,9.1963,339929847.26,28.4576,71.198,44.9845,133.592,30.2667,72.607,49.7486,12.3416,5.53,784.1179,6.98,0.141,75.4141,1.4638,14.2225,134.0882,1.3424,28.6483,6.2831,5844631210,4.3748,3.7625,757.5758,0.2376,46.8638,26.3837,218490015.66,0.14,--,0.1298,2.3475,2.348,0.141,0.2167,0.0569,1.0673,3.2774,457.8988,0.3931,442.6757,232.0715,8.3314,--,--,--,0.4388,0.0517,0.0808,478.5094,0.3466,68.0558,0,28.9724,21.1834,--,46.9383,8.3992,0.0165,31.9442,1.1373,51.5132,2.6717,18.4094,28.802,0,0.0173,0,137912933.35,0.7829,50.9273,10.1742
1659,--,--,--,--,--,--,--,--,--,--,--,--,2009-9-30,600518,康美药业,10.4987,515586656.44,29.5656,70.0656,33.7636,139.0518,29.4504,75.6755,50.421,7.8671,7.87,709.2174,--,0.2,--,--,--,149.4437,1.8067,30.0591,8.9823,5954439182.45,6.3144,5.3887,786.7133,0.3432,50.6311,26.2714,--,0.201,--,0.1894,2.4071,2.407,0.2,0.2763,0.059,1.0673,3.6433,474.35,0.5692,452.9594,248.8071,9.4755,--,--,--,0.3117,0.0533,0.0573,--,0.4986,68.4963,--,18.9371,21.3494,--,45.9933,5.3887,0.0168,31.5037,3.4504,51.7163,2.8977,18.3995,29.9344,--,0.0522,--,155667409.45,2.4479,49.9319,10.979
1660,169701.64,634718.57,6339529.6,--,--,--,1103674.47,174712.07,9915263.7,--,--,--,2010-12-31,600518,康美药业,13.8187,1190200841.98,35.9708,63.4977,39.1913,142.8416,51.4167,42.6741,15.3063,22.2255,14.53,762.9492,15.58,0.422,71.893,3.5076,11.8179,186.085,1.9346,40.3483,8.9223,8208197859.14,9.9205,8.7172,784.6556,0.4588,32.0283,32.348,683838049.16,0.404,--,0.4223,2.9071,2.907,0.422,0.7007,0.3949,1.0733,2.8226,440.2054,0.8178,270.7025,169.0325,40.9879,--,--,--,0.9352,0.2039,0.2022,507.7871,0.7195,60.0098,--,64.6119,23.9979,--,66.6396,13.3375,0.0815,39.9902,15.4487,73.085,2.1216,21.6248,36.5023,--,0.3025,--,198292152.31,10.9646,61.7943,12.6428
1661,--,--,--,--,--,--,--,--,--,--,--,--,2010-3-31,600518,康美药业,13.0239,271926893.51,38.8805,60.8445,18.049,137.1411,28.0418,55.1354,46.803,3.8101,3.81,831.7868,3.88,0.1,--,--,--,231.8393,0.3882,36.1896,2.4869,6379499227.04,2.6866,2.6524,810.8108,0.111,40.9451,38.2377,--,0.099,--,0.0999,2.6211,2.621,0.1,0.4535,0.0934,1.0747,5.1788,457.3171,0.1968,441.798,275.0152,22.6187,--,--,--,0.9352,0.0816,0.2263,--,0.1605,69.6147,--,9.9867,28.1541,--,43.6479,2.6524,0.0248,30.3853,10.944,62.0659,3.5141,24.194,39.1555,--,0.1867,--,198825378.03,8.5549,55.2735,8.9308
1662,197062.9,865681.19,2006686,--,--,--,1747149.38,2587031.78,9335044,--,--,--,2010-6-30,600518,康美药业,13.6161,534780208.39,36.3071,63.4588,23.3083,148.2066,43.2862,40.606,13.4165,14.8137,6.85,727.2088,7.01,0.182,73.064,1.5581,13.5761,231.422,0.7778,35.3343,5.0942,7174581554.64,4.6178,4.3096,818.1818,0.22,22.7551,31.6879,313067966.64,0.185,17.556,0.1825,2.6625,2.663,0.182,0.5011,0.0594,1.0685,3.022,472.6891,0.3808,320.2645,174.2039,7.1587,--,--,--,0.3258,0.0378,0.0684,463.1563,0.3354,62.8785,0,39.4414,24.7967,--,59.037,9.3146,0.014,37.1215,10.7921,64.7838,2.0442,20.9919,36.5412,0,0.1918,0,166657242.01,7.6068,57.7923,7.2728
1663,--,--,--,--,--,--,--,--,--,--,--,--,2010-9-30,600518,康美药业,13.5415,819182782.51,35.5637,64.0135,32.0866,148.7559,44.8856,46.9565,14.815,10.0694,10.07,734.5008,10.52,0.278,--,--,--,211.7315,1.2752,36.0048,7.499,7511260902.42,6.8695,6.2777,804.5292,0.3356,26.1456,30.6592,--,0.279,--,0.2783,2.7637,2.764,0.278,0.597,0.2215,1.074,3.1352,471.7805,0.5723,313.9107,184.6617,25.7712,--,--,--,0.7958,0.1327,0.1629,--,0.5145,62.3439,--,27.8293,23.9749,--,60.4007,6.2777,0.05,37.6561,12.1188,62.9109,2.2526,20.4709,35.9865,--,0.2077,--,177913219.32,8.5972,55.2869,7.8337
1664,12030683.18,3273592.61,19750671.82,--,--,--,103112.83,125339.03,1022530,--,--,--,2011-12-31,600518,康美药业,11.6379,1808081277.97,29.7357,69.8197,83.7677,153.1725,26.4901,40.484,87.7549,15.7797,10.87,677.0903,17.3,0.466,79.5294,4.4473,11.5795,129.3382,2.7834,33.7173,10.677,15237494549.99,8.5747,6.5969,694.0428,0.5187,85.6375,23.7029,979375702.5,0.454,--,0.4572,4.2062,4.205,0.466,0.902,0.2615,2.1557,4.6122,416.2812,0.8648,542.2468,308.4585,28.0486,--,--,--,0.572,0.096,0.0946,524.1545,0.858,60.6942,--,66.3728,18.8825,--,64.7603,9.5774,0.0377,39.3058,4.1458,62.5309,3.6824,16.5314,30.1803,--,0.054,--,204738464.54,2.6251,59.9385,7.4909
1665,--,--,--,--,--,--,--,--,--,--,--,--,2011-3-31,600518,康美药业,10.2008,442619723.35,31.8265,67.5065,98.8481,140.6902,32.962,41.4243,93.6204,2.783,2.78,901.5085,3.42,0.109,--,--,--,103.7943,0.8671,31.3698,2.869,12441522120.22,2.3178,1.9234,668.1514,0.1347,95.0235,28.8637,--,0.109,--,0.1088,3.9108,3.911,0.109,0.6488,0.3026,2.1595,4.5134,431.6547,0.2085,391.3188,358.9221,34.4013,--,--,--,2.7807,0.1732,0.4785,--,0.2057,69.1138,--,10.8839,22.6557,--,44.6889,1.9234,0.0535,30.8862,9.4749,43.1587,3.9856,17.2072,32.4935,--,0.1324,--,211410313.57,7.2338,39.0695,4.8794
1666,106670,2254649.25,22562529.63,--,--,--,2956358.71,121798.68,9468777,--,--,--,2011-6-30,600518,康美药业,10.3215,830663345.51,29.747,69.7492,89.5821,145.8608,25.1662,40.9049,92.5357,9.7713,5.02,902.1302,5.47,0.206,70.1164,2.88,6.7334,105.4049,1.7077,34.2609,5.2538,14392861089.42,3.8553,3.027,728.45,0.2471,100.6091,25.3109,437836225.32,0.207,--,0.1981,3.9504,3.95,0.206,0.6881,0.3328,2.1589,6.6848,490.1961,0.3672,595.0602,540.819,46.1348,--,--,--,1.6793,0.1282,0.262,896.2482,0.4103,60.348,--,38.6006,20.4957,--,65.7057,5.8968,0.0508,39.652,6.4615,43.653,5.968,15.602,30.2508,--,0.0666,--,188713067.91,4.1687,40.8324,4.8389
1667,--,--,--,--,--,--,--,--,--,--,--,--,2011-9-30,600518,康美药业,11.3111,1286775392.92,30.1159,69.49,85.495,152.3733,21.4661,35.8861,89.741,7.2114,7.21,730.6548,7.78,0.299,--,--,--,131.189,2.0581,35.9291,7.5148,14334324275.68,5.6848,4.47,712.2131,0.3791,90.8378,24.342,--,0.299,--,0.2914,4.0411,4.04,0.299,0.7814,0.1198,2.1563,7.3114,439.3101,0.6146,648.3387,516.4707,20.717,--,--,--,0.411,0.0483,0.0616,--,0.6187,61.9855,--,29.1418,19.8259,--,61.3279,4.47,0.0184,38.0145,6.6798,56.7152,5.9421,14.9961,30.51,--,0.0793,--,198004484.22,4.4369,52.9267,5.0593
1668,24376915.3,12230130.72,15303333.19,--,--,--,11265032,1251934.94,5989607.24,--,--,--,2012-12-31,600518,康美药业,9.6614,2751214923.83,24.6411,74.8405,83.6221,162.5424,35.4351,43.391,14.4336,19.1514,13.62,641.6111,14.55,0.655,81.644,5.1117,14.5004,117.7394,3.0576,32.3476,11.1291,17958292864.42,8.684,8.0261,535.1568,0.6727,17.8559,17.8308,1445386079.19,0.657,--,0.6555,4.8133,4.8124,0.655,1.4444,0.4586,2.1573,3.0703,338.0599,1.0649,--,162.8154,26.8883,--,--,--,0.6996,0.1367,0.0903,406.4154,1.126,58.9318,--,92.1821,15.1993,--,69.6878,11.2863,0.0561,41.0682,--,60.8921,2.121,12.9094,25.1595,--,--,--,232090055.35,--,--,2.5703
1669,--,--,--,--,--,--,--,--,--,--,--,--,2012-3-31,600518,康美药业,9.2935,702034447.28,27.5153,72.202,83.4605,146.8525,30.486,69.0336,12.2725,4.19,4.19,761.3112,4.28,0.184,--,--,--,98.5006,0.9137,27.6336,3.2569,16151509051.32,2.5774,2.5045,553.5055,0.1626,29.8194,22.9116,--,0.183,--,0.184,4.3908,4.39,0.184,1.0859,0.1036,2.1563,3.7589,335.3204,0.2684,479.4926,235.0131,8.9535,--,--,--,0.5629,0.035,0.0892,--,0.27,59.7721,--,18.3974,18.6677,--,67.3022,2.5045,0.0141,40.2279,3.9785,68.2835,2.9228,15.8541,27.798,--,0.057,--,218780726.6,2.4765,65.5669,3.0324
1670,24515102.15,13440807.47,4451643.08,--,--,--,240146,1909786.01,6080180,--,--,--,2012-6-30,600518,康美药业,9.5591,1305780174.45,25.5369,74.0689,83.114,156.8208,31.4155,62.4518,13.4021,12.3866,7.19,641.9964,7.39,0.322,81.7035,2.5238,13.8464,96.4992,1.8653,31.0045,5.8056,16522138097.87,4.457,4.2837,559.0062,0.322,14.794,19.3807,713485539.07,0.325,--,0.3219,4.4798,4.479,0.322,1.1739,0.376,2.1574,3.2831,333.6423,0.5395,467.0602,202.434,28.5656,--,--,--,1.1682,0.1239,0.1617,430.5543,0.5355,59.6162,0.0058,55.4899,16.3994,--,67.7395,7.3844,0.05,40.3838,1.9901,71.2661,2.5386,13.8415,25.9311,--,0.0303,--,210439370.27,1.2105,69.8478,2.4059
1671,--,--,--,--,--,--,--,--,--,--,--,--,2012-9-30,600518,康美药业,9.7804,1938521076.06,24.5493,75.0852,84.81,163.7039,31.7679,57.0242,14.2011,9.9155,9.92,592.6081,10.37,0.458,--,--,--,93.1259,2.8993,33.4714,8.0666,16979971005.41,6.2458,5.9254,550.7956,0.4902,18.4567,17.5947,--,0.461,--,0.4576,4.615,4.614,0.458,1.3097,0.5253,2.1568,2.9868,326.2446,0.8276,--,177.916,35.8291,--,--,--,1.1479,0.169,0.1463,--,0.8143,59.7587,--,45.7597,15.0982,--,67.3397,5.9254,0.068,40.2413,--,72.456,2.3093,12.7415,24.9148,--,--,--,222240596.52,--,--,2.61
1672,8550649.25,17772157.69,44588871.57,--,--,--,7526333.58,7835046.04,3532147.86,--,--,--,2013-12-31,600518,康美药业,9.3265,3390691709.5,25.3818,73.9044,19.6466,153.1471,60.9941,30.4612,13.675,22.0522,15.63,722.2651,16.63,0.855,83.2964,4.138,17.3136,133.9286,2.688,40.9096,8.7999,22251388975.04,9.353,8.4508,541.7607,0.6645,23.9059,19.7434,1853001334.98,0.843,--,0.8552,5.4716,5.4703,0.855,2.0164,0.7614,2.1602,2.0527,352.4574,1.0214,278.675,119.1176,23.4674,--,--,--,0.8902,0.1638,0.1253,312.273,1.1815,54.0658,--,120.6598,16.314,--,84.9599,11.9227,0.0752,45.9342,1.6714,63.2451,1.522,14.0763,26.0956,--,0.0272,--,285871475.42,0.919,62.188,3.766
1673,--,--,--,--,--,--,--,--,--,--,--,--,2013-3-31,600518,康美药业,7.9849,922367955.04,27.763,71.6488,30.2129,138.7153,41.3605,37.9322,15.5641,5.001,5.01,856.7367,5.14,0.254,--,--,--,136.612,0.6588,38.6847,2.3265,19409533142.98,2.9862,2.8746,506.1867,0.1778,20.1716,24.9487,--,0.254,--,0.2538,5.0742,5.067,0.254,1.6982,0.2699,2.1582,2.7841,329.912,0.2728,--,154.8585,12.8624,--,--,--,1.0638,0.0719,0.1787,--,0.3056,57.4804,--,25.376,20.0195,--,73.9725,2.8746,0.0306,42.5196,--,58.82,1.9894,16.7939,28.3512,--,--,--,246987750.43,--,--,1.9011
1674,27225798.92,13300632.73,44558405.73,--,--,--,11168153.54,2466913.38,12784026.23,--,--,--,2013-6-30,600518,康美药业,9.0528,1655415373.82,27.1124,72.2241,19.4088,145.5648,43.1614,33.4524,12.5971,14.554,8.52,749.9736,8.54,0.43,84.7721,1.9286,19.0336,148.3191,1.2136,42.6237,4.223,19584722666.75,5.0317,4.8227,553.3354,0.3253,18.5362,22.7308,936473860.06,0.426,--,0.4296,5.0442,5.0432,0.43,1.674,0.4196,2.1585,2.8241,360.6492,0.4991,370.3035,152.9802,20.1157,--,--,--,0.9769,0.1086,0.1511,297.5225,0.5634,56.6292,0.4656,73.4127,18.4648,--,76.5873,8.2418,0.0471,43.3708,1.7714,59.787,2.0158,15.4694,27.7759,--,0.0239,--,261134818.9,1.0212,58.728,3.3068
1675,--,--,--,--,--,--,--,--,--,--,--,--,2013-9-30,600518,康美药业,9.2995,2492466920.47,26.2991,73.1375,20.0208,150.2253,47.614,37.8515,13.7059,12.0211,12.02,749.6976,12.3,0.631,--,--,--,144.7023,1.8659,43.4125,6.2194,19901248715.85,7.3269,6.9692,539.2451,0.5007,17.2043,21.092,1378213808.21,--,--,0.6308,5.2475,5.2465,0.631,1.8752,0.6073,2.1606,2.4665,350.013,0.7714,328.1172,127.8986,25.2251,--,--,--,0.9628,0.1597,0.1409,--,0.8569,57.975,--,63.0805,17.3912,--,72.4881,6.9692,0.0671,42.025,1.7039,59.3243,1.7354,14.6344,26.8625,--,0.0258,--,308275230.62,1.005,58.3135,3.0867
1676,11070562.31,19799062.39,17189804.69,--,--,--,5869189.78,5552943.05,38334166.97,--,--,--,2014-12-31,600518,康美药业,9.0553,4078074253.65,25.5692,73.7857,19.3915,150.6368,49.3609,21.5633,38.9708,19.6799,13.67,722.4248,17.74,1.04,81.1165,3.9059,15.4746,170.6161,2.11,44.4143,8.1055,27879317009.31,9.1197,8.1992,565.7709,0.6363,25.2925,20.3316,2263323931.22,1.029,--,1.0396,7.6039,7.6026,1.04,2.6911,0.5149,2.1634,2.5041,398.3623,0.9037,324.8388,121.0628,13.727,--,--,--,0.4953,0.1014,0.071,387.5259,1.1095,59.9682,--,149.6431,16.7182,--,66.755,11.8017,0.0406,40.0318,0.0269,43.2193,1.6107,14.3323,26.2143,--,0.0004,--,333330487.03,0.0161,43.2077,3.4667
1677,--,--,--,--,--,--,--,--,--,--,--,--,2014-3-31,600518,康美药业,8.1761,1127934719.04,26.8778,72.6803,26.3141,140.6349,68.3755,5.9159,13.1098,4.6829,4.68,814.863,4.8,0.269,--,--,--,125.6281,0.7164,38.1291,2.3604,24149464575.94,2.5472,2.4471,497.5124,0.1809,24.4206,23.5082,588576696.88,--,--,0.2688,5.7394,5.7382,0.269,2.2852,0.2171,2.1593,1.8956,328.2276,0.2742,259.0871,99.6449,5.6672,--,--,--,0.8079,0.0414,0.1138,--,0.3405,52.2549,--,26.8772,19.033,--,91.3696,2.4471,0.0198,47.7451,1.5947,64.8286,1.3342,14.0819,27.3197,--,0.0271,--,297401649.62,0.8468,63.7948,2.1062
1678,11401459.48,8825881.87,37838579.48,--,--,--,7896466.81,10222602.75,13338589.03,--,--,--,2014-6-30,600518,康美药业,9.0377,2030662829.77,26.1619,73.2075,27.1248,147.8707,74.9861,8.6888,12.5417,15.2833,8.23,711.947,8.19,0.467,81.6337,1.9983,15.8258,140.0342,1.2854,43.2516,4.1617,24743730299.96,4.3689,4.1489,544.9591,0.3303,26.342,21.3481,1012644318.13,0.461,--,0.4669,5.6768,5.6756,0.467,2.2234,0.5859,2.1586,1.7494,359.5685,0.5006,245.0404,89.5642,13.7706,--,--,--,1.2549,0.1051,0.166,318.7435,0.6333,50.4436,0.5569,86.7597,17.4758,--,98.2412,7.7094,0.0521,49.5564,0.036,67.1272,1.209,13.2259,26.7925,--,0.0006,--,311950614.92,0.0182,67.103,3.3912
1679,--,--,--,--,--,--,--,--,--,--,--,--,2014-9-30,600518,康美药业,9.2225,3024016813.7,26.1202,73.2868,22.1571,150.8606,59.5858,8.0023,12.3403,11.5569,11.56,690.0807,11.72,0.681,--,--,--,140.1724,1.9262,44.226,6.105,23587147481.06,6.5358,6.3507,534.5476,0.5051,18.5209,20.8348,1481984669.33,--,--,0.6813,5.8951,5.8939,0.681,2.4378,0.7649,2.1625,1.964,347.5351,0.7769,282.0828,93.6054,21.7891,--,--,--,1.1228,0.1583,0.1453,--,0.9265,54.9517,--,68.1284,17.1451,--,81.9779,6.3507,0.0713,45.0483,0.0347,65.0217,1.3131,12.9387,26.7132,--,0.0006,--,317671503.9,0.0191,64.9992,2.9182
1680,22569952.14,170712958.14,26719624.88,--,--,--,6206959.76,12175506.14,12696613.38,--,--,--,2015-12-31,600518,康美药业,9.187,4922865301.31,27.2481,71.6632,13.2774,151.8165,73.6762,20.5856,12.6787,21.2962,14.69,822.2016,18.54,0.623,79.2474,3.9671,12.581,238.616,1.5087,47.6279,7.5586,38105229314.85,8.3549,7.2338,657.4142,0.5476,36.6792,21.9042,2738091380.6,0.619,--,0.6268,4.284,4.2673,0.623,1.4973,0.1157,0.8317,2.1217,499.1681,0.7212,266.962,113.9717,3.6664,--,--,--,0.1846,0.0264,0.0282,392.9563,1.0162,49.4379,--,91.2323,17.8113,--,102.2738,10.5284,0.0134,50.5621,0.0014,45.9566,1.416,15.257,28.3368,--,0,--,407000954.59,0.0007,45.956,2.9873
1681,--,--,--,--,--,--,--,--,--,--,--,--,2015-3-31,600518,康美药业,7.8377,1358936705.05,27.1662,72.2858,19.2009,139.421,50.7886,38.4057,39.0387,4.6616,4.66,1022.3912,4.77,0.372,--,--,--,183.4862,0.4905,41.8683,2.1496,31760675871.24,2.7428,2.5752,536.6726,0.1677,31.5171,24.1536,816209313.58,--,--,0.372,7.98,7.9788,0.372,3.0632,0.4049,2.1634,2.7375,405.2229,0.2221,344.4487,149.116,9.9944,--,--,--,1.0883,0.0626,0.178,--,0.292,55.2434,--,37.1995,19.4359,--,81.017,2.5752,0.028,44.7566,0.0256,42.0547,1.9093,16.3507,27.7142,--,0.0003,--,359123332.5,0.0142,42.0439,1.9704
1682,18024028.39,57628393.64,34605013.48,--,--,--,7854690.81,7031721.36,14986571.14,--,--,--,2015-6-30,600518,康美药业,8.5308,2463583598.96,27.1765,71.7095,16.7898,144.3394,53.5432,39.5285,39.9375,14.6739,8.21,959.4266,8.22,0.326,79.2096,2.1028,13.4109,220.1835,0.8175,47.758,3.769,32120274600.84,4.7746,4.4594,595.632,0.3022,29.8118,23.1434,1427262811.57,0.325,--,0.3257,3.972,3.9671,0.326,1.2574,0.0543,0.8317,2.6237,448.5422,0.4013,332.0501,127.1876,2.5552,--,--,--,0.1667,0.0163,0.0263,405.4785,0.5304,54.3783,--,58.2845,18.7486,--,83.8967,7.9794,0.0074,45.6217,0.0288,43.4897,1.7106,15.801,28.2905,--,0.0003,--,378133050.06,0.0157,43.4772,2.7427
1683,--,--,--,--,--,--,--,--,--,--,--,--,2015-9-30,600518,康美药业,8.8311,3670125262.8,27.2762,71.5617,16.2225,146.3637,52.9591,40.7234,39.7951,11.6336,11.65,918.8326,12.02,0.479,--,--,--,229.2994,1.1775,48.3576,5.5834,33020316900.43,6.9227,6.3838,610.998,0.4419,39.9928,22.8507,2097258892.3,--,--,0.4794,4.1205,4.1154,0.479,1.4108,0.1394,0.8317,2.6446,461.6963,0.5848,333.0428,130.1231,6.3931,--,--,--,0.2909,0.0411,0.0456,--,0.7724,54.8741,--,47.9363,18.5385,--,82.2352,6.3838,0.0186,45.1259,0.0278,42.2508,1.7077,15.6663,28.4383,--,0.0003,--,370382858.92,0.0152,42.2391,2.6991
1684,20185144.73,54691873.95,36211465.61,--,--,--,11481447.54,113000808.54,15715690.83,--,--,--,2016-12-31,600518,康美药业,10.7004,6266574222.22,28.9552,70.1012,19.7904,157.1525,68.1495,21.0525,55.9743,17.3222,11.47,652.4083,14.88,0.666,77.1632,4.0387,10.8043,265.9182,1.3538,46.9545,7.667,54823896576.81,7.1813,6.0863,772.8639,0.4658,43.875,22.5394,3313706535.24,0.662,--,0.6745,5.9393,5.8852,0.667,1.7245,0.3241,2.2919,2.2204,614.7541,0.5856,--,136.4589,8.0062,--,--,--,0.4805,0.063,0.0741,496.0575,0.8976,53.5955,--,102.8818,18.287,--,86.5829,9.2839,0.0292,46.4045,--,35.2663,1.5902,15.4177,29.8988,--,--,--,444615921.74,--,--,2.4336
1685,--,--,--,--,--,--,--,--,--,--,--,--,2016-3-31,600518,康美药业,7.9984,1629982699.89,27.6939,71.6156,17.6602,138.6186,72.3825,20.5162,12.8727,4.9773,5.01,912.2282,5.14,0.225,--,--,--,215.5172,0.4176,41.2579,2.1814,39521943925.99,2.5396,2.4941,593.6675,0.1516,24.4367,24.8784,982741969.21,--,--,0.2242,4.5036,4.4877,0.225,1.7223,0.1066,0.8317,2.143,460.1227,0.1956,--,114.5458,3.2708,--,--,--,0.4757,0.0238,0.0797,--,0.3046,50.1096,--,22.4157,19.8844,--,99.5625,2.4941,0.0119,49.8904,--,44.4474,1.418,16.7476,28.3844,--,--,--,401974666.39,--,--,1.7331
1686,16283720.09,129684476.29,87906567.2,--,--,--,12575654.52,33637376.91,16944406.82,--,--,--,2016-6-30,600518,康美药业,9.2855,3122302376.15,27.869,71.2993,23.5889,148.3843,53.4878,22.914,58.7765,11.3566,6.38,756.0359,9.06,0.401,77.6322,2.3305,10.052,238.9486,0.7533,46.4864,3.8721,47955281458.84,4.0915,3.6713,691.2442,0.2604,49.2991,23.0686,1757921560.19,0.399,--,0.3559,5.6057,5.592,0.401,1.4728,0.0209,2.2887,2.5536,540.8654,0.3328,--,148.6258,0.6983,--,--,--,0.0588,0.0051,0.0092,575.3112,0.4811,57.8303,--,63.6619,18.7079,--,72.9198,6.5676,0.0022,42.1697,--,36.3308,1.7841,15.7147,28.7007,--,--,--,420937545.06,--,--,1.8737
1687,--,--,--,--,--,--,--,--,--,--,--,--,2016-9-30,600518,康美药业,9.7657,4643515434.29,28.2177,70.9794,22.3006,150.4304,66.5978,22.7157,57.6772,9.0541,9.09,702.6118,11.55,0.565,--,--,--,253.664,1.0644,47.8554,5.642,53006974242.02,5.6783,4.8801,747.5083,0.3612,60.5284,23.0023,2577570891.8,--,--,0.5229,5.7751,5.7616,0.565,1.6397,0.1337,2.2911,2.2532,593.2762,0.4551,--,136.9569,3.4766,--,--,--,0.2557,0.0271,0.0402,--,0.6942,53.8995,--,52.288,18.6573,--,85.5305,4.8801,0.0125,46.1005,--,35.475,1.6144,15.7194,29.0206,--,--,--,428646660.47,--,--,2.1411
1688,--,--,--,--,--,--,--,--,--,--,--,--,2017-12-31,600518,康美药业,10.6142,5786734979.78,29.6535,69.5768,18.5857,153.5269,81.0574,21.5203,9.0201,10.0922,10.15,660.8042,11.5,0.637,--,--,--,276.6677,0.9759,50.8159,5.3133,65336704533.18,5.2321,4.8112,831.2808,0.3248,23.2606,23.8571,3142433098.09,--,--,0.6355,6.2966,6.2775,0.637,2.0993,0.3084,2.2984,2.1499,683.0256,0.3953,--,129.7828,6.0432,--,--,--,0.4854,0.0446,0.0782,--,0.6448,47.6724,--,63.5466,19.262,--,109.765,4.8112,0.0234,52.3276,--,35.4987,1.5476,16.1085,30.4232,--,--,--,993640574.01,--,--,1.7416
1689,--,--,--,--,--,--,--,--,--,--,--,--,2017-6-30,600518,康美药业,9.0051,2062736009.58,28.8306,70.4223,21.5597,142.7606,75.2804,8.1009,52.7018,3.5235,3.54,752.5828,4,0.216,--,--,--,225.8469,0.3985,41.7692,2.1547,58425800555.81,1.8818,1.8238,712.0253,0.1264,47.8313,25.189,1058914965.58,--,--,0.2154,6.1128,6.0935,0.217,1.9285,0.2728,2.2954,2.0913,579.1506,0.1554,--,130.9837,5.9278,--,--,--,1.2665,0.0479,0.1886,--,0.24,51.7605,--,21.5387,20.0331,--,93.1975,1.8238,0.0231,48.2395,--,35.7665,1.5348,14.8933,29.5777,--,--,--,843509641.13,--,--,1.8424
1690,20899461.11,54773468.91,26228461.84,--,--,--,5377343.32,87968951.36,20227744.66,--,--,--,2017-9-30,600518,康美药业,9.8288,3838084249.33,28.9397,70.2877,18.377,149.2416,88.07,21.8822,8.5378,13.5364,7.17,729.1633,7.9,0.435,75.4138,2.2404,9.9364,259.7028,0.6931,47.3921,3.7981,59537250896.27,3.7528,3.6042,776.1966,0.2319,24.1516,23.9725,2145873844.2,0.435,--,0.4338,6.0849,6.0665,0.437,1.8972,0.2153,2.2987,1.836,632.0225,0.2848,--,108.0663,4.0171,--,--,--,0.4963,0.0362,0.0803,508.8111,0.4459,50.5573,--,82.3678,19.3404,--,97.7954,6.8437,0.0179,49.4427,--,36.1019,1.2973,16.1801,29.7123,--,--,--,867077550.24,--,--,1.6931
1691,--,--,--,--,--,--,--,--,--,--,--,--,1998-12-31,600519,贵州茅台,34.1383,432384530.78,68.8308,12.2138,--,197.4668,216.9055,--,--,80.7889,0.6275,622.3323,--,--,83.4561,0.8468,28.7152,1485.7615,0.2423,16.8204,21.4026,741848981.55,19.8007,19.8007,425.1299,0.8468,--,53.3735,--,--,--,--,--,--,--,--,--,--,1.1643,2.9852,120.5942,146.103,27.8869,--,--,--,--,--,--,--,109.89,2.6835,31.5551,0,--,34.8569,--,216.9055,25.4931,--,68.4449,20.4991,94.3825,0.4565,23.3835,87.7862,0,0.8211,0,0,8.1364,75.0349,0
